grid,laps,circuit_type,length,turns,direction,drs_zones,overtake_rating,pit_stops,laps_led,is_verstappen,driver_rank,constructor_rank,position
6,56,3,5.543,15,1,2,3,3,0,0,7,4,3
2,56,3,5.543,15,1,2,3,4,0,0,3,2,8
4,56,3,5.543,15,1,2,3,3,0,0,2,2,2
1,56,3,5.543,15,1,2,3,3,54,1,1,1,1
3,56,3,5.543,15,1,2,3,4,0,0,4,1,4
8,58,1,5.303,16,1,2,3,3,0,0,7,3,7
5,58,1,5.303,16,1,2,3,3,0,0,4,3,4
6,58,1,5.303,16,1,2,3,2,0,0,3,4,3
4,58,1,5.303,16,1,2,3,3,0,0,6,2,6
2,58,1,5.303,16,1,2,3,2,3,0,2,2,2
3,58,1,5.303,16,1,2,3,3,0,0,5,1,5
1,58,1,5.303,16,1,2,3,2,55,1,1,1,1
5,56,3,5.543,15,1,2,3,4,2,0,5,3,6
7,56,3,5.543,15,1,2,3,3,0,0,6,3,5
14,56,3,5.543,15,1,2,3,3,0,0,13,7,10
11,56,3,5.543,15,1,2,3,3,0,0,12,8,9
10,56,3,5.543,15,1,2,3,2,0,0,9,5,7
1,56,3,5.451,16,1,2,3,2,18,1,1,1,2
18,56,3,5.451,16,1,2,3,3,0,0,4,1,3
3,56,3,5.451,16,1,2,3,3,6,0,2,2,1
2,56,3,5.451,16,1,2,3,3,13,0,3,2,4
10,56,3,5.451,16,1,2,3,2,0,0,7,4,9
16,56,3,5.451,16,1,2,3,2,0,0,8,4,12
5,56,3,5.451,16,1,2,3,2,2,0,5,3,7
6,56,3,5.451,16,1,2,3,2,3,0,6,3,6
9,56,3,5.451,16,1,2,3,3,0,0,12,7,14
8,56,3,5.451,16,1,2,3,2,0,0,14,8,11
15,56,3,5.451,16,1,2,3,2,0,0,17,10,13
4,56,3,5.451,16,1,2,3,3,14,0,9,5,5
14,56,3,5.451,16,1,2,3,3,0,0,11,5,8
13,56,3,5.451,16,1,2,3,2,0,0,10,6,10
1,58,2,5.338,14,0,2,4,4,57,1,1,1,1
2,58,2,5.338,14,0,2,4,4,0,0,3,1,2
4,58,2,5.338,14,0,2,4,4,0,0,2,2,4
6,58,2,5.338,14,0,2,4,3,1,0,4,2,6
7,58,2,5.338,14,0,2,4,4,0,0,8,4,8
9,58,2,5.338,14,0,2,4,4,0,0,7,4,7
5,58,2,5.338,14,0,2,4,4,0,0,5,3,3
10,58,2,5.338,14,0,2,4,4,0,0,6,3,11
16,58,2,5.338,14,0,2,4,3,0,0,12,7,9
3,58,2,5.338,14,0,2,4,4,0,0,9,5,5
8,58,2,5.338,14,0,2,4,4,0,0,11,5,12
24,58,2,5.338,14,0,2,4,3,0,0,10,6,10
2,66,0,4.675,16,1,2,3,4,39,1,1,1,1
1,66,0,4.675,16,1,2,3,4,0,0,3,1,4
3,66,0,4.675,16,1,2,3,4,10,0,2,2,2
5,66,0,4.675,16,1,2,3,3,0,0,4,2,3
1,78,4,3.337,19,1,1,1,1,61,1,1,1,1
3,78,4,3.337,19,1,1,1,2,0,0,3,1,4
9,78,4,3.337,19,1,1,1,3,0,0,2,2,6
2,78,4,3.337,19,1,1,1,3,16,0,4,2,3
4,78,4,3.337,19,1,1,1,2,1,0,5,3,2
12,78,4,3.337,19,1,1,1,1,0,0,10,6,5
1,70,0,4.361,14,1,2,4,3,68,1,1,1,2
4,70,0,4.361,14,1,2,4,3,0,0,3,1,3
7,70,0,4.361,14,1,2,4,6,1,0,2,2,1
10,70,0,4.361,14,1,2,4,2,0,0,7,4,5
3,70,0,4.361,14,1,2,4,4,1,0,6,3,6
15,70,0,4.361,14,1,2,4,4,0,0,13,7,10
24,70,0,4.361,14,1,2,4,3,0,0,14,7,8
16,70,0,4.361,14,1,2,4,4,0,0,15,9,9
6,70,0,4.361,14,1,2,4,4,0,0,10,5,11
8,70,0,4.361,14,1,2,4,4,0,0,9,5,4
13,70,0,4.361,14,1,2,4,2,0,0,11,6,7
17,70,0,4.361,14,1,2,4,2,0,0,18,6,12
1,57,1,5.419,25,1,2,2,3,56,1,1,1,1
2,57,1,5.419,25,1,2,2,3,0,0,3,1,3
3,57,1,5.419,25,1,2,2,3,0,0,4,2,4
6,57,1,5.419,25,1,2,2,3,0,0,2,2,6
4,57,1,5.419,25,1,2,2,3,0,0,5,3,2
5,57,1,5.419,25,1,2,2,3,1,0,6,3,5
7,57,1,5.419,25,1,2,2,3,0,0,7,5,7
2,52,3,5.891,18,1,2,4,3,27,1,1,1,2
1,52,3,5.891,18,1,2,4,3,0,0,2,1,3
10,52,3,5.891,18,1,2,4,3,0,0,4,2,4
14,52,3,5.891,18,1,2,4,2,0,0,9,5,12
16,52,3,5.891,18,1,2,4,2,0,0,8,5,8
3,52,3,5.891,18,1,2,4,3,25,0,3,3,1
4,52,3,5.891,18,1,2,4,3,0,0,6,3,5
18,52,3,5.891,18,1,2,4,2,0,0,13,7,10
11,52,3,5.891,18,1,2,4,3,0,0,12,8,11
9,52,3,5.891,18,1,2,4,2,0,0,7,4,6
13,52,3,5.891,18,1,2,4,3,0,0,10,4,9
12,52,3,5.891,18,1,2,4,2,0,0,14,6,7
3,60,3,5.148,16,1,2,3,3,0,1,1,1,4
1,60,3,5.148,16,1,2,3,3,17,0,2,1,3
2,60,3,5.148,16,1,2,3,3,38,0,3,2,1
4,60,3,5.148,16,1,2,3,3,5,0,4,3,2
5,60,3,5.148,16,1,2,3,3,0,0,6,3,5
8,60,3,5.148,16,1,2,3,2,0,0,12,7,6
1,70,0,4.381,14,1,2,2,3,5,1,1,1,2
6,70,0,4.381,14,1,2,2,5,0,0,2,1,5
2,70,0,4.381,14,1,2,2,6,39,0,3,2,4
3,70,0,4.381,14,1,2,2,3,26,0,5,2,1
5,70,0,4.381,14,1,2,2,4,0,0,4,3,3
4,70,0,4.381,14,1,2,2,4,0,0,6,3,6
3,44,3,7.004,19,1,2,4,2,0,0,2,1,2
1,44,3,7.004,19,1,2,4,3,32,1,1,1,1
13,44,3,7.004,19,1,2,4,3,1,0,4,2,3
7,44,3,7.004,19,1,2,4,3,0,0,22,5,13
10,44,3,7.004,19,1,2,4,2,0,0,9,5,9
4,44,3,7.004,19,1,2,4,3,0,0,6,3,8
8,44,3,7.004,19,1,2,4,2,5,0,3,3,4
17,44,3,7.004,19,1,2,4,2,0,0,16,7,11
15,44,3,7.004,19,1,2,4,2,0,0,12,7,7
21,44,3,7.004,19,1,2,4,2,0,0,18,9,10
24,44,3,7.004,19,1,2,4,3,0,0,8,4,5
5,44,3,7.004,19,1,2,4,2,3,0,7,4,6
12,44,3,7.004,19,1,2,4,2,0,0,11,6,12
1,53,3,5.793,11,1,2,4,2,49,1,1,1,1
2,53,3,5.793,11,1,2,4,2,0,0,5,2,4
3,53,3,5.793,11,1,2,4,2,0,0,3,2,2
4,53,3,5.793,11,1,2,4,2,4,0,2,3,3
6,53,3,5.793,11,1,2,4,2,0,0,6,3,6
8,53,3,5.793,11,1,2,4,2,0,0,8,4,5
1,61,2,5.063,23,0,2,3,3,61,1,1,1,1
2,61,2,5.063,23,0,2,3,3,0,0,4,1,3
4,61,2,5.063,23,0,2,3,5,0,0,5,2,5
3,61,2,5.063,23,0,2,3,3,0,0,2,2,2
5,61,2,5.063,23,0,2,3,3,0,0,3,3,4
10,61,2,5.063,23,0,2,3,2,0,0,13,6,6
1,53,4,5.807,18,1,1,3,3,16,1,1,1,3
6,53,4,5.807,18,1,1,3,3,0,0,4,1,4
3,53,4,5.807,18,1,1,3,3,0,0,5,2,5
2,53,4,5.807,18,1,1,3,3,30,0,2,2,1
10,53,4,5.807,18,1,1,3,2,0,0,9,5,9
9,53,4,5.807,18,1,1,3,2,0,0,18,5,16
5,53,4,5.807,18,1,1,3,3,2,0,3,3,2
4,53,4,5.807,18,1,1,3,3,2,0,6,3,7
16,53,4,5.807,18,1,1,3,2,0,0,14,8,15
11,53,4,5.807,18,1,1,3,3,0,0,11,6,11
12,53,4,5.807,18,1,1,3,3,0,0,13,6,12
19,53,4,5.807,18,1,1,3,3,0,0,21,10,19
18,53,4,5.807,18,1,1,3,3,0,0,22,10,18
13,53,4,5.807,18,1,1,3,3,0,0,17,9,17
14,53,4,5.807,18,1,1,3,3,0,0,19,9,14
23,53,4,5.807,18,1,1,3,3,0,0,7,4,10
8,53,4,5.807,18,1,1,3,3,3,0,8,4,6
7,53,4,5.807,18,1,1,3,2,0,0,12,7,13
17,53,4,5.807,18,1,1,3,2,0,0,15,7,8
2,55,3,5.615,18,1,2,2,2,53,1,1,1,1
4,55,3,5.615,18,1,2,2,2,0,0,4,1,3
1,55,3,5.615,18,1,2,2,2,0,0,5,2,2
3,55,3,5.615,18,1,2,2,2,0,0,2,2,4
6,55,3,5.615,18,1,2,2,2,2,0,3,3,5
5,55,3,5.615,18,1,2,2,2,0,0,6,3,6
13,55,3,5.615,18,1,2,2,2,0,0,15,8,9
11,55,3,5.615,18,1,2,2,2,0,0,13,8,7
10,55,3,5.615,18,1,2,2,2,0,0,11,6,11
9,55,3,5.615,18,1,2,2,2,0,0,14,6,10
18,55,3,5.615,18,1,2,2,2,0,0,17,9,12
7,55,3,5.615,18,1,2,2,2,0,0,7,4,8
1,60,3,5.125,16,1,2,3,2,60,1,1,1,1
2,60,3,5.125,16,1,2,3,2,0,0,4,1,4
5,60,3,5.125,16,1,2,3,3,0,0,5,2,7
4,60,3,5.125,16,1,2,3,2,0,0,2,2,2
3,60,3,5.125,16,1,2,3,2,0,0,3,3,3
7,60,3,5.125,16,1,2,3,2,0,0,7,4,6
11,60,3,5.125,16,1,2,3,2,0,0,8,4,5
4,55,2,5.554,21,0,2,3,3,1,0,4,1,4
2,55,2,5.554,21,0,2,3,2,51,0,5,2,1
3,55,2,5.554,21,0,2,3,2,0,0,2,2,3
5,55,2,5.554,21,0,2,3,2,3,0,3,3,2
6,55,2,5.554,21,0,2,3,2,0,0,6,3,5
9,55,2,5.554,21,0,2,3,2,0,0,11,6,8
10,55,2,5.554,21,0,2,3,1,0,0,14,6,9
7,55,2,5.554,21,0,2,3,2,0,0,7,4,6
8,55,2,5.554,21,0,2,3,2,0,0,8,4,7
1,71,0,4.309,15,0,2,4,3,28,1,1,1,2
2,71,0,4.309,15,0,2,4,3,41,0,3,1,1
3,71,0,4.309,15,0,2,4,3,0,0,2,2,3
5,71,0,4.309,15,0,2,4,3,0,0,4,3,4
7,71,0,4.309,15,0,2,4,2,2,0,6,3,5
1,58,1,5.303,16,1,2,3,2,1,0,3,1,3
2,58,1,5.303,16,1,2,3,2,56,0,1,1,1
7,58,1,5.303,16,1,2,3,2,0,0,12,8,12
15,58,1,5.303,16,1,2,3,2,0,0,10,7,10
11,58,1,5.303,16,1,2,3,2,0,0,11,6,11
10,58,1,5.303,16,1,2,3,3,0,0,9,6,9
17,58,1,5.303,16,1,2,3,2,0,0,7,5,7
22,58,1,5.303,16,1,2,3,1,0,0,8,3,8
13,58,1,5.303,16,1,2,3,2,0,0,6,3,6
12,58,1,5.303,16,1,2,3,2,0,0,5,4,5
5,58,1,5.303,16,1,2,3,2,0,0,4,2,4
6,58,1,5.303,16,1,2,3,2,1,0,2,2,2
2,56,3,5.543,15,1,2,3,5,0,0,3,1,14
1,56,3,5.543,15,1,2,3,3,13,0,2,1,3
5,56,3,5.543,15,1,2,3,4,0,0,6,2,11
4,56,3,5.543,15,1,2,3,3,0,0,4,2,4
8,56,3,5.543,15,1,2,3,3,39,0,1,3,1
12,56,3,5.543,15,1,2,3,4,0,0,19,3,15
9,56,3,5.543,15,1,2,3,3,4,0,5,4,2
10,56,3,5.543,15,1,2,3,3,0,0,7,5,5
15,56,3,5.543,15,1,2,3,4,0,0,12,8,12
18,56,3,5.543,15,1,2,3,2,0,0,11,8,8
14,56,3,5.543,15,1,2,3,3,0,0,10,6,7
16,56,3,5.543,15,1,2,3,3,0,0,13,6,9
7,56,3,5.543,15,1,2,3,4,0,0,15,9,13
3,56,3,5.543,15,1,2,3,3,0,0,14,9,10
13,56,3,5.543,15,1,2,3,4,0,0,8,7,6
5,56,3,5.451,16,1,2,3,3,5,0,2,1,2
7,56,3,5.451,16,1,2,3,3,0,0,1,1,3
11,56,3,5.451,16,1,2,3,2,0,0,5,2,5
6,56,3,5.451,16,1,2,3,3,0,0,4,2,4
9,56,3,5.451,16,1,2,3,3,0,0,3,3,9
12,56,3,5.451,16,1,2,3,2,0,0,18,3,13
3,56,3,5.451,16,1,2,3,3,0,0,10,4,10
8,56,3,5.451,16,1,2,3,2,3,0,7,4,11
4,56,3,5.451,16,1,2,3,2,0,0,8,6,14
10,56,3,5.451,16,1,2,3,2,0,0,11,6,6
17,56,3,5.451,16,1,2,3,2,0,0,15,9,17
24,56,3,5.451,16,1,2,3,3,0,0,13,9,16
15,56,3,5.451,16,1,2,3,2,0,0,12,8,12
16,56,3,5.451,16,1,2,3,2,0,0,16,8,15
1,56,3,5.451,16,1,2,3,2,48,0,6,5,1
13,56,3,5.451,16,1,2,3,2,0,0,14,7,8
14,56,3,5.451,16,1,2,3,2,0,0,9,7,7
1,66,0,4.675,16,1,2,3,3,37,0,9,6,1
6,66,0,4.675,16,1,2,3,3,0,0,7,5,7
4,66,0,4.675,16,1,2,3,3,2,0,4,3,3
3,66,0,4.675,16,1,2,3,3,0,0,8,3,4
9,66,0,4.675,16,1,2,3,3,0,0,11,7,5
2,66,0,4.675,16,1,2,3,3,27,0,2,4,2
7,66,0,4.675,16,1,2,3,4,0,0,1,1,6
10,66,0,4.675,16,1,2,3,3,0,0,6,2,9
24,66,0,4.675,16,1,2,3,2,0,0,3,2,8
2,57,3,5.412,15,1,2,3,3,0,0,2,2,8
1,57,3,5.412,15,1,2,3,3,55,0,1,1,1
3,57,3,5.412,15,1,2,3,3,0,0,3,1,4
9,57,3,5.412,15,1,2,3,3,0,0,5,4,7
14,57,3,5.412,15,1,2,3,3,0,0,17,4,9
12,57,3,5.412,15,1,2,3,3,0,0,12,6,13
8,57,3,5.412,15,1,2,3,3,0,0,9,6,11
11,57,3,5.412,15,1,2,3,3,0,0,7,3,2
7,57,3,5.412,15,1,2,3,3,1,0,8,3,3
17,57,3,5.412,15,1,2,3,3,0,0,13,9,14
10,57,3,5.412,15,1,2,3,2,1,0,10,8,6
13,57,3,5.412,15,1,2,3,3,0,0,16,8,12
5,57,3,5.412,15,1,2,3,3,0,0,6,5,5
22,57,3,5.412,15,1,2,3,3,0,0,18,5,10
3,78,4,3.337,19,1,1,1,1,0,0,4,2,5
9,78,4,3.337,19,1,1,1,1,15,0,2,1,4
1,78,4,3.337,19,1,1,1,1,61,0,3,1,1
5,78,4,3.337,19,1,1,1,1,1,0,1,3,3
7,78,4,3.337,19,1,1,1,1,1,0,14,3,6
8,78,4,3.337,19,1,1,1,1,0,0,6,4,9
14,78,4,3.337,19,1,1,1,1,0,0,11,8,7
10,78,4,3.337,19,1,1,1,1,0,0,15,8,8
2,78,4,3.337,19,1,1,1,1,0,0,5,5,2
13,78,4,3.337,19,1,1,1,1,0,0,13,6,10
2,70,0,4.361,14,1,2,4,2,37,0,1,2,1
1,70,0,4.361,14,1,2,4,2,15,0,3,1,4
4,70,0,4.361,14,1,2,4,2,0,0,4,1,7
3,70,0,4.361,14,1,2,4,1,17,0,2,4,5
6,70,0,4.361,14,1,2,4,2,0,0,14,4,10
11,70,0,4.361,14,1,2,4,1,0,0,11,6,9
15,70,0,4.361,14,1,2,4,1,0,0,9,6,3
12,70,0,4.361,14,1,2,4,1,0,0,6,3,8
7,70,0,4.361,14,1,2,4,1,1,0,7,3,2
14,70,0,4.361,14,1,2,4,2,0,0,17,9,14
8,70,0,4.361,14,1,2,4,2,0,0,12,8,11
13,70,0,4.361,14,1,2,4,2,0,0,15,8,12
5,70,0,4.361,14,1,2,4,2,0,0,5,5,6
22,70,0,4.361,14,1,2,4,1,0,0,10,7,13
9,57,1,5.419,25,1,2,2,2,0,0,8,2,8
19,57,1,5.419,25,1,2,2,2,0,0,2,1,4
11,57,1,5.419,25,1,2,2,2,24,0,1,4,1
15,57,1,5.419,25,1,2,2,2,0,0,9,6,9
5,57,1,5.419,25,1,2,2,2,0,0,6,3,2
17,57,1,5.419,25,1,2,2,2,0,0,18,9,11
10,57,1,5.419,25,1,2,2,1,0,0,11,8,7
8,57,1,5.419,25,1,2,2,2,0,0,14,8,5
6,57,1,5.419,25,1,2,2,2,0,0,5,5,6
12,57,1,5.419,25,1,2,2,2,0,0,13,5,3
3,57,1,5.419,25,1,2,2,2,0,0,10,7,12
14,57,1,5.419,25,1,2,2,2,0,0,15,7,10
23,57,1,5.419,25,1,2,2,2,0,0,22,11,15
16,57,1,5.419,25,1,2,2,2,0,0,19,10,14
20,57,1,5.419,25,1,2,2,4,0,0,20,10,13
16,52,3,5.891,18,1,2,4,2,0,0,8,4,10
8,52,3,5.891,18,1,2,4,2,3,0,4,4,8
4,52,3,5.891,18,1,2,4,2,0,0,3,1,3
2,52,3,5.891,18,1,2,4,2,5,0,2,1,1
1,52,3,5.891,18,1,2,4,2,44,0,1,2,2
5,52,3,5.891,18,1,2,4,2,0,0,13,2,4
17,52,3,5.891,18,1,2,4,2,0,0,14,6,11
6,52,3,5.891,18,1,2,4,2,0,0,5,3,5
9,52,3,5.891,18,1,2,4,2,0,0,7,3,6
12,52,3,5.891,18,1,2,4,2,0,0,18,9,13
23,52,3,5.891,18,1,2,4,2,0,0,17,9,14
14,52,3,5.891,18,1,2,4,2,0,0,16,8,12
11,52,3,5.891,18,1,2,4,2,0,0,6,5,15
3,52,3,5.891,18,1,2,4,2,0,0,12,5,7
13,52,3,5.891,18,1,2,4,2,0,0,15,7,9
3,67,0,4.574,17,1,2,3,3,0,0,12,5,7
21,67,0,4.574,17,1,2,3,3,0,0,6,5,10
4,67,0,4.574,17,1,2,3,3,0,0,15,8,9
9,67,0,4.574,17,1,2,3,2,0,0,13,8,11
11,67,0,4.574,17,1,2,3,2,0,0,18,9,13
15,67,0,4.574,17,1,2,3,3,0,0,17,9,14
10,67,0,4.574,17,1,2,3,2,0,0,4,4,3
12,67,0,4.574,17,1,2,3,2,0,0,10,6,4
17,67,0,4.574,17,1,2,3,2,0,0,9,6,6
13,67,0,4.574,17,1,2,3,3,0,0,14,2,12
1,67,0,4.574,17,1,2,3,2,64,0,1,2,1
2,67,0,4.574,17,1,2,3,2,3,0,3,1,5
8,67,0,4.574,17,1,2,3,2,0,0,2,1,8
6,67,0,4.574,17,1,2,3,2,0,0,7,3,2
12,69,0,4.381,14,1,2,2,2,0,0,13,8,12
10,69,0,4.381,14,1,2,2,2,0,0,16,8,11
10,44,3,7.004,19,1,2,4,1,0,0,2,1,2
12,44,3,7.004,19,1,2,4,2,0,0,3,1,6
13,69,0,4.381,14,1,2,2,2,0,0,6,5,10
1,44,3,7.004,19,1,2,4,1,44,0,6,2,1
1,69,0,4.381,14,1,2,2,2,61,0,4,2,1
4,69,0,4.381,14,1,2,2,3,0,0,7,2,6
11,69,0,4.381,14,1,2,2,3,0,0,2,1,8
3,69,0,4.381,14,1,2,2,3,0,0,3,1,4
5,69,0,4.381,14,1,2,2,2,6,0,5,3,2
2,69,0,4.381,14,1,2,2,2,2,0,8,3,3
14,69,0,4.381,14,1,2,2,2,0,0,9,6,14
6,69,0,4.381,14,1,2,2,2,0,0,1,4,5
7,69,0,4.381,14,1,2,2,2,0,0,14,4,9
8,69,0,4.381,14,1,2,2,3,0,0,11,7,13
9,69,0,4.381,14,1,2,2,2,0,0,15,7,7
14,44,3,7.004,19,1,2,4,2,0,0,11,4,5
2,44,3,7.004,19,1,2,4,3,0,0,12,6,13
3,44,3,7.004,19,1,2,4,2,0,0,4,3,3
16,44,3,7.004,19,1,2,4,2,0,0,18,9,9
15,44,3,7.004,19,1,2,4,2,0,0,17,9,8
9,44,3,7.004,19,1,2,4,2,0,0,15,7,10
11,44,3,7.004,19,1,2,4,2,0,0,13,7,4
23,44,3,7.004,19,1,2,4,2,0,0,7,5,11
13,44,3,7.004,19,1,2,4,2,0,0,10,5,7
17,44,3,7.004,19,1,2,4,2,0,0,16,8,12
1,53,3,5.793,11,1,2,4,1,48,0,2,2,1
10,53,3,5.793,11,1,2,4,1,0,0,1,3,3
3,53,3,5.793,11,1,2,4,1,0,0,10,3,4
8,53,3,5.793,11,1,2,4,1,0,0,12,6,9
12,53,3,5.793,11,1,2,4,1,5,0,9,6,2
7,53,3,5.793,11,1,2,4,1,0,0,3,4,5
15,53,3,5.793,11,1,2,4,1,0,0,21,4,13
14,53,3,5.793,11,1,2,4,1,0,0,18,9,12
9,53,3,5.793,11,1,2,4,1,0,0,13,7,8
6,53,3,5.793,11,1,2,4,2,0,0,7,5,7
4,53,3,5.793,11,1,2,4,2,0,0,11,5,6
22,53,3,5.793,11,1,2,4,2,0,0,15,8,11
13,53,3,5.793,11,1,2,4,1,0,0,16,8,10
19,59,2,5.063,23,0,2,3,3,0,0,20,11,15
11,59,2,5.063,23,0,2,3,3,0,0,14,7,14
6,59,2,5.063,23,0,2,3,2,0,0,11,7,4
8,59,2,5.063,23,0,2,3,2,0,0,8,4,7
12,59,2,5.063,23,0,2,3,2,0,0,3,4,6
20,59,2,5.063,23,0,2,3,2,0,0,19,10,12
21,59,2,5.063,23,0,2,3,2,0,0,23,10,16
15,59,2,5.063,23,0,2,3,2,0,0,18,9,9
10,59,2,5.063,23,0,2,3,2,0,0,7,5,5
17,59,2,5.063,23,0,2,3,3,0,0,13,6,13
14,59,2,5.063,23,0,2,3,2,0,0,9,6,10
13,59,2,5.063,23,0,2,3,3,0,0,10,3,8
5,59,2,5.063,23,0,2,3,2,0,0,1,3,3
7,59,2,5.063,23,0,2,3,3,0,0,5,1,11
3,59,2,5.063,23,0,2,3,2,37,0,2,1,1
4,59,2,5.063,23,0,2,3,2,3,0,6,2,2
16,53,4,5.807,18,1,1,3,4,0,0,16,8,14
12,53,4,5.807,18,1,1,3,2,0,0,15,8,8
15,53,4,5.807,18,1,1,3,2,0,0,14,7,7
11,53,4,5.807,18,1,1,3,2,0,0,12,7,12
7,53,4,5.807,18,1,1,3,2,0,0,3,4,6
14,53,4,5.807,18,1,1,3,2,0,0,18,9,10
19,53,4,5.807,18,1,1,3,2,0,0,17,9,13
23,53,4,5.807,18,1,1,3,2,0,0,13,5,11
3,53,4,5.807,18,1,1,3,2,0,0,11,6,3
10,53,4,5.807,18,1,1,3,2,0,0,9,3,2
2,53,4,5.807,18,1,1,3,2,0,0,5,1,9
1,53,4,5.807,18,1,1,3,2,53,0,2,1,1
8,53,4,5.807,18,1,1,3,2,0,0,6,2,4
9,53,4,5.807,18,1,1,3,2,0,0,4,2,5
3,55,3,5.615,18,1,2,2,3,0,0,4,3,10
2,55,3,5.615,18,1,2,2,2,55,0,1,1,1
1,55,3,5.615,18,1,2,2,2,0,0,5,1,2
4,55,3,5.615,18,1,2,2,2,0,0,2,2,3
6,55,3,5.615,18,1,2,2,2,0,0,9,2,4
12,55,3,5.615,18,1,2,2,2,0,0,10,6,11
5,55,3,5.615,18,1,2,2,2,0,0,3,4,5
7,55,3,5.615,18,1,2,2,2,0,0,8,4,7
21,55,3,5.615,18,1,2,2,2,0,0,18,9,9
16,55,3,5.615,18,1,2,2,2,0,0,17,9,8
14,55,3,5.615,18,1,2,2,2,0,0,13,7,12
8,55,3,5.615,18,1,2,2,2,0,0,12,7,6
10,55,3,5.615,18,1,2,2,2,0,0,14,5,13
15,55,3,5.615,18,1,2,2,1,0,0,15,8,14
17,55,3,5.615,18,1,2,2,2,0,0,16,8,15
13,60,3,5.125,16,1,2,3,1,0,0,16,8,10
16,60,3,5.125,16,1,2,3,1,0,0,13,7,12
12,60,3,5.125,16,1,2,3,1,0,0,12,7,8
7,60,3,5.125,16,1,2,3,1,0,0,3,4,7
11,60,3,5.125,16,1,2,3,1,0,0,8,4,9
15,60,3,5.125,16,1,2,3,1,0,0,18,9,13
10,60,3,5.125,16,1,2,3,1,0,0,7,5,11
17,60,3,5.125,16,1,2,3,1,0,0,11,6,14
5,60,3,5.125,16,1,2,3,1,0,0,2,2,2
6,60,3,5.125,16,1,2,3,1,0,0,9,2,6
1,60,3,5.125,16,1,2,3,1,60,0,1,1,1
2,60,3,5.125,16,1,2,3,1,0,0,4,1,3
4,60,3,5.125,16,1,2,3,1,0,0,6,3,5
3,60,3,5.125,16,1,2,3,1,0,0,5,3,4
5,55,2,5.554,21,0,2,3,1,0,0,6,3,4
24,55,2,5.554,21,0,2,3,2,0,0,1,1,3
6,55,2,5.554,21,0,2,3,1,0,0,2,2,2
8,55,2,5.554,21,0,2,3,1,0,0,7,2,7
15,55,2,5.554,21,0,2,3,1,0,0,11,6,6
11,55,2,5.554,21,0,2,3,3,0,0,10,6,15
4,55,2,5.554,21,0,2,3,1,36,0,3,4,1
16,55,2,5.554,21,0,2,3,2,0,0,18,9,10
17,55,2,5.554,21,0,2,3,2,0,0,17,9,12
12,55,2,5.554,21,0,2,3,3,0,0,13,7,9
13,55,2,5.554,21,0,2,3,2,0,0,15,5,11
3,55,2,5.554,21,0,2,3,1,0,0,14,8,5
14,55,2,5.554,21,0,2,3,1,0,0,16,8,8
21,55,2,5.554,21,0,2,3,1,0,0,19,10,14
18,55,2,5.554,21,0,2,3,1,0,0,20,11,13
20,55,2,5.554,21,0,2,3,1,0,0,21,11,16
22,55,2,5.554,21,0,2,3,1,0,0,25,12,17
12,56,2,5.513,20,0,2,3,1,0,0,6,3,5
2,56,2,5.513,20,0,2,3,1,15,0,4,3,1
1,56,2,5.513,20,0,2,3,1,41,0,1,1,2
7,56,2,5.513,20,0,2,3,1,0,0,2,2,3
11,56,2,5.513,20,0,2,3,1,0,0,7,2,4
15,56,2,5.513,20,0,2,3,1,0,0,10,6,11
4,56,2,5.513,20,0,2,3,1,0,0,3,4,6
8,56,2,5.513,20,0,2,3,1,0,0,8,4,7
18,56,2,5.513,20,0,2,3,1,0,0,18,9,12
6,56,2,5.513,20,0,2,3,1,0,0,12,7,8
17,56,2,5.513,20,0,2,3,1,0,0,9,5,13
9,56,2,5.513,20,0,2,3,1,0,0,14,8,9
10,56,2,5.513,20,0,2,3,1,0,0,16,8,10
2,71,0,4.309,15,0,2,4,2,28,0,5,3,1
4,71,0,4.309,15,0,2,4,4,0,0,1,1,6
3,71,0,4.309,15,0,2,4,3,0,0,6,1,4
7,71,0,4.309,15,0,2,4,3,0,0,2,2,2
5,71,0,4.309,15,0,2,4,3,0,0,7,2,3
14,71,0,4.309,15,0,2,4,3,0,0,12,6,9
17,71,0,4.309,15,0,2,4,4,0,0,17,9,8
6,71,0,4.309,15,0,2,4,3,30,0,11,7,5
13,71,0,4.309,15,0,2,4,4,0,0,13,5,7
7,58,1,5.303,16,1,2,3,2,27,0,1,2,1
8,58,1,5.303,16,1,2,3,3,0,0,10,2,10
5,58,1,5.303,16,1,2,3,3,6,0,2,1,2
4,58,1,5.303,16,1,2,3,3,3,0,4,1,4
1,58,1,5.303,16,1,2,3,3,6,1,3,3,3
2,58,1,5.303,16,1,2,3,3,0,0,6,3,6
3,58,1,5.303,16,1,2,3,3,4,0,5,4,5
12,58,1,5.303,16,1,2,3,2,11,0,7,5,7
9,58,1,5.303,16,1,2,3,2,0,0,8,5,8
10,58,1,5.303,16,1,2,3,3,0,0,9,6,9
15,58,1,5.303,16,1,2,3,3,0,0,11,6,11
13,58,1,5.303,16,1,2,3,3,0,0,12,7,12
10,56,3,5.543,15,1,2,3,3,0,0,2,2,7
11,56,3,5.543,15,1,2,3,3,0,0,8,2,6
2,56,3,5.543,15,1,2,3,4,0,0,5,3,5
1,56,3,5.543,15,1,2,3,4,21,1,1,1,1
5,56,3,5.543,15,1,2,3,4,32,0,3,1,2
4,56,3,5.543,15,1,2,3,4,0,0,4,4,3
